0,{'companyName': 'Turquoise', 'dateEstablished': '1973-11-06', 'location': 'West Garyfort', 'recordLableId': 1, 'albumId': 1, 'numOfRating': 98343, 'averageRating': 1.4, 'userRating': 0, 'songId': 1, 'artistId': 1, 'name': 'Darlene Lewis', 'age': 49, 'musicianId': 1, 'instrument': 'Tambourines', 'band': 'Beige race', 'albumDuration': 5775, 'albumTitle': 'yourself point sound', 'coverURL': 'https://placekitten.com/761/911', 'genre': 'Rap', 'songDuration': 935, 'songTitle': 'top that', 'sourceLink': 'frederick-velez.com', 'year': '2005', 'knownFor': 'clearly concern'}
266,{'companyName': 'Gainsboro', 'dateEstablished': '1994-08-05', 'location': 'North Amanda', 'recordLableId': 267, 'albumId': 267, 'numOfRating': 19821, 'averageRating': 1.3, 'userRating': 0, 'songId': 267, 'artistId': 267, 'name': 'Jordan Rogers', 'age': 41, 'musicianId': 267, 'instrument': 'Piano', 'band': 'HotPink boy', 'albumDuration': 7151, 'albumTitle': 'significant impact agency', 'coverURL': 'https://www.lorempixel.com/827/683', 'genre': 'Metal', 'songDuration': 414, 'songTitle': 'break positive', 'sourceLink': 'singh-williams.com', 'year': '2003', 'knownFor': 'station there'}
267,{'companyName': 'MediumTurquoise', 'dateEstablished': '2014-09-29', 'location': 'West Crystalchester', 'recordLableId': 268, 'albumId': 268, 'numOfRating': 90847, 'averageRating': 3.6, 'userRating': 0, 'songId': 268, 'artistId': 268, 'name': 'Ashley Romero', 'age': 60, 'musicianId': 268, 'instrument': 'Didgeridoo', 'band': 'BlanchedAlmond four', 'albumDuration': 6144, 'albumTitle': 'building choose design', 'coverURL': 'https://dummyimage.com/879x149', 'genre': 'Heavy Metal', 'songDuration': 767, 'songTitle': 'see begin', 'sourceLink': 'gibbs-thomas.biz', 'year': '1972', 'knownFor': 'better follow'}
268,{'companyName': 'LightCoral', 'dateEstablished': '2019-10-13', 'location': 'Erinside', 'recordLableId': 269, 'albumId': 269, 'numOfRating': 17872, 'averageRating': 3.4, 'userRating': 0, 'songId': 269, 'artistId': 269, 'name': 'Michael Morrow', 'age': 69, 'musicianId': 269, 'instrument': 'Kazoo', 'band': 'Crimson east', 'albumDuration': 9061, 'albumTitle': 'among send radio', 'coverURL': 'https://placeimg.com/63/748/any', 'genre': 'Metal', 'songDuration': 421, 'songTitle': 'eye game', 'sourceLink': 'boone.com', 'year': '1987', 'knownFor': 'matter watch'}
269,{'companyName': 'PaleGreen', 'dateEstablished': '2008-08-02', 'location': 'East Stephanie', 'recordLableId': 270, 'albumId': 270, 'numOfRating': 45729, 'averageRating': 4.0, 'userRating': 0, 'songId': 270, 'artistId': 270, 'name': 'Stephanie Palmer', 'age': 34, 'musicianId': 270, 'instrument': 'Violin', 'band': 'DimGray forget', 'albumDuration': 5200, 'albumTitle': 'debate sell success', 'coverURL': 'https://www.lorempixel.com/483/542', 'genre': 'Metal', 'songDuration': 976, 'songTitle': 'meeting statement', 'sourceLink': 'booth.com', 'year': '2010', 'knownFor': 'interview by'}
270,{'companyName': 'Violet', 'dateEstablished': '1971-09-01', 'location': 'East Daniel', 'recordLableId': 271, 'albumId': 271, 'numOfRating': 83717, 'averageRating': 2.3, 'userRating': 0, 'songId': 271, 'artistId': 271, 'name': 'Robert Murphy', 'age': 65, 'musicianId': 271, 'instrument': 'Viola', 'band': 'PaleTurquoise policy', 'albumDuration': 2863, 'albumTitle': 'huge arrive establish', 'coverURL': 'https://placeimg.com/388/999/any', 'genre': 'Heavy Metal', 'songDuration': 319, 'songTitle': 'piece interesting', 'sourceLink': 'reynolds.net', 'year': '2020', 'knownFor': 'company interview'}
271,{'companyName': 'GreenYellow', 'dateEstablished': '2020-09-11', 'location': 'Burtonview', 'recordLableId': 272, 'albumId': 272, 'numOfRating': 93162, 'averageRating': 3.7, 'userRating': 0, 'songId': 272, 'artistId': 272, 'name': 'Elizabeth Pearson', 'age': 31, 'musicianId': 272, 'instrument': 'Viola', 'band': 'MediumVioletRed rate', 'albumDuration': 6128, 'albumTitle': 'thought growth give', 'coverURL': 'https://www.lorempixel.com/578/689', 'genre': 'EDM', 'songDuration': 223, 'songTitle': 'western protect', 'sourceLink': 'wolf.com', 'year': '1992', 'knownFor': 'several learn'}
272,{'companyName': 'GhostWhite', 'dateEstablished': '1975-01-15', 'location': 'Port Jaredshire', 'recordLableId': 273, 'albumId': 273, 'numOfRating': 94544, 'averageRating': 3.7, 'userRating': 0, 'songId': 273, 'artistId': 273, 'name': 'Susan Ruiz', 'age': 27, 'musicianId': 273, 'instrument': 'Viola', 'band': 'DarkSlateBlue become', 'albumDuration': 4449, 'albumTitle': 'national able vote', 'coverURL': 'https://www.lorempixel.com/934/227', 'genre': 'Metal', 'songDuration': 319, 'songTitle': 'well national', 'sourceLink': 'olson.com', 'year': '2005', 'knownFor': 'by as'}
273,{'companyName': 'LightCoral', 'dateEstablished': '2004-11-17', 'location': 'South Jill', 'recordLableId': 274, 'albumId': 274, 'numOfRating': 43977, 'averageRating': 3.2, 'userRating': 0, 'songId': 274, 'artistId': 274, 'name': 'Shawn Shaffer', 'age': 47, 'musicianId': 274, 'instrument': 'Tambourines', 'band': 'Gold early', 'albumDuration': 1505, 'albumTitle': 'benefit over than', 'coverURL': 'https://placeimg.com/368/287/any', 'genre': 'Heavy Metal', 'songDuration': 242, 'songTitle': 'prevent economy', 'sourceLink': 'baker.com', 'year': '2002', 'knownFor': 'central school'}
274,{'companyName': 'BurlyWood', 'dateEstablished': '1998-10-07', 'location': 'Hopkinsview', 'recordLableId': 275, 'albumId': 275, 'numOfRating': 27072, 'averageRating': 1.5, 'userRating': 0, 'songId': 275, 'artistId': 275, 'name': 'Melissa Kim', 'age': 68, 'musicianId': 275, 'instrument': 'Viola', 'band': 'DarkGreen involve', 'albumDuration': 2494, 'albumTitle': 'mission activity military', 'coverURL': 'https://dummyimage.com/1023x75', 'genre': 'Rap', 'songDuration': 122, 'songTitle': 'admit measure', 'sourceLink': 'smith-gonzalez.com', 'year': '1986', 'knownFor': 'all may'}
275,{'companyName': 'DarkRed', 'dateEstablished': '1997-09-12', 'location': 'Jasonland', 'recordLableId': 276, 'albumId': 276, 'numOfRating': 39458, 'averageRating': 1.5, 'userRating': 0, 'songId': 276, 'artistId': 276, 'name': 'Eileen Thomas', 'age': 65, 'musicianId': 276, 'instrument': 'Violin', 'band': 'Beige school', 'albumDuration': 3866, 'albumTitle': 'theory audience law', 'coverURL': 'https://www.lorempixel.com/960/888', 'genre': 'Metal', 'songDuration': 274, 'songTitle': 'term that', 'sourceLink': 'novak.com', 'year': '1993', 'knownFor': 'site pay'}
276,{'companyName': 'Plum', 'dateEstablished': '1976-09-12', 'location': 'New Matthew', 'recordLableId': 277, 'albumId': 277, 'numOfRating': 11616, 'averageRating': 4.4, 'userRating': 0, 'songId': 277, 'artistId': 277, 'name': 'Vicki Morgan', 'age': 27, 'musicianId': 277, 'instrument': 'Tambourines', 'band': 'PapayaWhip specific', 'albumDuration': 241, 'albumTitle': 'baby administration body', 'coverURL': 'https://placeimg.com/492/558/any', 'genre': 'Pop', 'songDuration': 114, 'songTitle': 'ready same', 'sourceLink': 'welch.net', 'year': '2019', 'knownFor': 'current break'}
277,{'companyName': 'BurlyWood', 'dateEstablished': '1983-10-16', 'location': 'West Christianberg', 'recordLableId': 278, 'albumId': 278, 'numOfRating': 54371, 'averageRating': 3.7, 'userRating': 0, 'songId': 278, 'artistId': 278, 'name': 'Ashley Mcdaniel', 'age': 66, 'musicianId': 278, 'instrument': 'Drums', 'band': 'Orange of', 'albumDuration': 7353, 'albumTitle': 'agree simple building', 'coverURL': 'https://placekitten.com/936/1003', 'genre': 'Soundtrack', 'songDuration': 690, 'songTitle': 'American should', 'sourceLink': 'brown.org', 'year': '2006', 'knownFor': 'your air'}
278,{'companyName': 'Tan', 'dateEstablished': '2010-12-27', 'location': 'Michellefort', 'recordLableId': 279, 'albumId': 279, 'numOfRating': 94853, 'averageRating': 1.5, 'userRating': 0, 'songId': 279, 'artistId': 279, 'name': 'Linda Jackson', 'age': 26, 'musicianId': 279, 'instrument': 'Didgeridoo', 'band': 'CadetBlue ready', 'albumDuration': 8658, 'albumTitle': 'research surface toward', 'coverURL': 'https://dummyimage.com/615x298', 'genre': 'Hip Hop', 'songDuration': 78, 'songTitle': 'computer hard', 'sourceLink': 'harper-bullock.com', 'year': '1988', 'knownFor': 'school dinner'}
279,{'companyName': 'DarkCyan', 'dateEstablished': '1974-06-29', 'location': 'Stuartfurt', 'recordLableId': 280, 'albumId': 280, 'numOfRating': 23544, 'averageRating': 3.3, 'userRating': 0, 'songId': 280, 'artistId': 280, 'name': 'Tara Benjamin', 'age': 41, 'musicianId': 280, 'instrument': 'Didgeridoo', 'band': 'MediumSeaGreen theory', 'albumDuration': 9920, 'albumTitle': 'appear without impact', 'coverURL': 'https://www.lorempixel.com/1003/422', 'genre': 'Pop', 'songDuration': 442, 'songTitle': 'beyond seem', 'sourceLink': 'gonzales-contreras.com', 'year': '2001', 'knownFor': 'leader office'}
280,{'companyName': 'Khaki', 'dateEstablished': '2004-12-30', 'location': 'South Matthewshire', 'recordLableId': 281, 'albumId': 281, 'numOfRating': 47098, 'averageRating': 2.5, 'userRating': 0, 'songId': 281, 'artistId': 281, 'name': 'Stephanie Newman', 'age': 43, 'musicianId': 281, 'instrument': 'Viola', 'band': 'MediumOrchid high', 'albumDuration': 4326, 'albumTitle': 'keep school according', 'coverURL': 'https://www.lorempixel.com/471/760', 'genre': 'Soundtrack', 'songDuration': 884, 'songTitle': 'sea dream', 'sourceLink': 'anderson-parsons.com', 'year': '1983', 'knownFor': 'trouble toward'}
281,{'companyName': 'RosyBrown', 'dateEstablished': '1988-08-02', 'location': 'Port Allenchester', 'recordLableId': 282, 'albumId': 282, 'numOfRating': 51667, 'averageRating': 4.5, 'userRating': 0, 'songId': 282, 'artistId': 282, 'name': 'Sherry Khan', 'age': 22, 'musicianId': 282, 'instrument': 'Hurdy Gurdy', 'band': 'Red budget', 'albumDuration': 9901, 'albumTitle': 'space star expect', 'coverURL': 'https://www.lorempixel.com/593/96', 'genre': 'Metal', 'songDuration': 322, 'songTitle': 'worker image', 'sourceLink': 'aguirre.com', 'year': '2010', 'knownFor': 'adult plant'}
282,{'companyName': 'OrangeRed', 'dateEstablished': '1978-05-12', 'location': 'West Mistyshire', 'recordLableId': 283, 'albumId': 283, 'numOfRating': 48705, 'averageRating': 2.3, 'userRating': 0, 'songId': 283, 'artistId': 283, 'name': 'Kathryn Young', 'age': 59, 'musicianId': 283, 'instrument': 'Kazoo', 'band': 'YellowGreen like', 'albumDuration': 4888, 'albumTitle': 'down contain deal', 'coverURL': 'https://dummyimage.com/969x1022', 'genre': 'Hip Hop', 'songDuration': 609, 'songTitle': 'as human', 'sourceLink': 'hall.info', 'year': '1999', 'knownFor': 'knowledge continue'}
283,{'companyName': 'IndianRed', 'dateEstablished': '2015-01-12', 'location': 'Courtneybury', 'recordLableId': 284, 'albumId': 284, 'numOfRating': 42462, 'averageRating': 2.3, 'userRating': 0, 'songId': 284, 'artistId': 284, 'name': 'Robin Ward', 'age': 25, 'musicianId': 284, 'instrument': 'Violin', 'band': 'Gray house', 'albumDuration': 3384, 'albumTitle': 'everything the letter', 'coverURL': 'https://placekitten.com/226/320', 'genre': 'Rock', 'songDuration': 550, 'songTitle': 'professional right', 'sourceLink': 'lee.info', 'year': '1977', 'knownFor': 'upon understand'}
284,{'companyName': 'PaleTurquoise', 'dateEstablished': '2019-07-24', 'location': 'South Cheryl', 'recordLableId': 285, 'albumId': 285, 'numOfRating': 43, 'averageRating': 2.2, 'userRating': 0, 'songId': 285, 'artistId': 285, 'name': 'Kimberly Matthews', 'age': 60, 'musicianId': 285, 'instrument': 'Piano', 'band': 'DarkGoldenRod support', 'albumDuration': 2181, 'albumTitle': 'wife glass common', 'coverURL': 'https://www.lorempixel.com/281/124', 'genre': 'Rock', 'songDuration': 874, 'songTitle': 'question bit', 'sourceLink': 'williams.net', 'year': '1991', 'knownFor': 'oil name'}
285,{'companyName': 'Coral', 'dateEstablished': '1997-08-19', 'location': 'Jordanville', 'recordLableId': 286, 'albumId': 286, 'numOfRating': 62390, 'averageRating': 2.1, 'userRating': 0, 'songId': 286, 'artistId': 286, 'name': 'Priscilla Smith', 'age': 25, 'musicianId': 286, 'instrument': 'Guitar', 'band': 'OldLace image', 'albumDuration': 4837, 'albumTitle': 'black wind your', 'coverURL': 'https://www.lorempixel.com/455/729', 'genre': 'Soundtrack', 'songDuration': 654, 'songTitle': 'buy in', 'sourceLink': 'sullivan.biz', 'year': '1990', 'knownFor': 'upon remain'}
286,{'companyName': 'DarkSlateGray', 'dateEstablished': '1974-03-24', 'location': 'New Aaronhaven', 'recordLableId': 287, 'albumId': 287, 'numOfRating': 97402, 'averageRating': 3.8, 'userRating': 0, 'songId': 287, 'artistId': 287, 'name': 'Paul Martinez', 'age': 55, 'musicianId': 287, 'instrument': 'Kazoo', 'band': 'DarkSeaGreen policy', 'albumDuration': 4920, 'albumTitle': 'sure she heart', 'coverURL': 'https://placeimg.com/32/337/any', 'genre': 'Hip Hop', 'songDuration': 419, 'songTitle': 'wonder rise', 'sourceLink': 'smith.net', 'year': '2006', 'knownFor': 'nice business'}
287,{'companyName': 'Aquamarine', 'dateEstablished': '2015-04-28', 'location': 'Alyssashire', 'recordLableId': 288, 'albumId': 288, 'numOfRating': 3386, 'averageRating': 3.1, 'userRating': 0, 'songId': 288, 'artistId': 288, 'name': 'Emily Alexander', 'age': 67, 'musicianId': 288, 'instrument': 'Piano', 'band': 'PaleGoldenRod big', 'albumDuration': 6812, 'albumTitle': 'hope today offer', 'coverURL': 'https://placekitten.com/292/431', 'genre': 'Rap', 'songDuration': 851, 'songTitle': 'brother focus', 'sourceLink': 'hickman.com', 'year': '1980', 'knownFor': 'listen be'}
288,{'companyName': 'Thistle', 'dateEstablished': '1975-04-22', 'location': 'Jeffreyborough', 'recordLableId': 289, 'albumId': 289, 'numOfRating': 58591, 'averageRating': 1.8, 'userRating': 0, 'songId': 289, 'artistId': 289, 'name': 'Brian Preston', 'age': 60, 'musicianId': 289, 'instrument': 'Hurdy Gurdy', 'band': 'Coral build', 'albumDuration': 269, 'albumTitle': 'perhaps not choice', 'coverURL': 'https://placeimg.com/701/272/any', 'genre': 'Pop', 'songDuration': 723, 'songTitle': 'away anything', 'sourceLink': 'krueger-sutton.info', 'year': '2003', 'knownFor': 'into pressure'}
289,{'companyName': 'SteelBlue', 'dateEstablished': '1986-09-15', 'location': 'Port Stephaniefort', 'recordLableId': 290, 'albumId': 290, 'numOfRating': 37883, 'averageRating': 3.8, 'userRating': 0, 'songId': 290, 'artistId': 290, 'name': 'Yolanda Powell', 'age': 55, 'musicianId': 290, 'instrument': 'Drums', 'band': 'LightGreen data', 'albumDuration': 2008, 'albumTitle': 'author fill goal', 'coverURL': 'https://www.lorempixel.com/934/515', 'genre': 'Country', 'songDuration': 595, 'songTitle': 'it area', 'sourceLink': 'smith.com', 'year': '2002', 'knownFor': 'contain purpose'}
290,{'companyName': 'PaleTurquoise', 'dateEstablished': '1976-12-29', 'location': 'Scotthaven', 'recordLableId': 291, 'albumId': 291, 'numOfRating': 2152, 'averageRating': 4.4, 'userRating': 0, 'songId': 291, 'artistId': 291, 'name': 'Elizabeth Gregory', 'age': 42, 'musicianId': 291, 'instrument': 'Guitar', 'band': 'Wheat back', 'albumDuration': 6367, 'albumTitle': 'example serve usually', 'coverURL': 'https://www.lorempixel.com/785/98', 'genre': 'Country', 'songDuration': 827, 'songTitle': 'involve reality', 'sourceLink': 'stewart.com', 'year': '1990', 'knownFor': 'second either'}
291,{'companyName': 'Azure', 'dateEstablished': '2015-01-16', 'location': 'Alisonview', 'recordLableId': 292, 'albumId': 292, 'numOfRating': 64151, 'averageRating': 2.4, 'userRating': 0, 'songId': 292, 'artistId': 292, 'name': 'James Wright', 'age': 62, 'musicianId': 292, 'instrument': 'Drums', 'band': 'SkyBlue indeed', 'albumDuration': 3347, 'albumTitle': 'finish hair property', 'coverURL': 'https://dummyimage.com/489x468', 'genre': 'Rap', 'songDuration': 521, 'songTitle': 'threat national', 'sourceLink': 'hendrix.com', 'year': '1973', 'knownFor': 'box modern'}
292,{'companyName': 'DarkKhaki', 'dateEstablished': '1984-08-21', 'location': 'East David', 'recordLableId': 293, 'albumId': 293, 'numOfRating': 19843, 'averageRating': 2.5, 'userRating': 0, 'songId': 293, 'artistId': 293, 'name': 'Bradley Jordan', 'age': 24, 'musicianId': 293, 'instrument': 'Viola', 'band': 'SeaGreen per', 'albumDuration': 6436, 'albumTitle': 'myself weight gas', 'coverURL': 'https://placeimg.com/538/488/any', 'genre': 'Rap', 'songDuration': 268, 'songTitle': 'soon determine', 'sourceLink': 'edwards.com', 'year': '2016', 'knownFor': 'long season'}
293,{'companyName': 'PaleGreen', 'dateEstablished': '1982-06-05', 'location': 'Emilyside', 'recordLableId': 294, 'albumId': 294, 'numOfRating': 59421, 'averageRating': 2.8, 'userRating': 0, 'songId': 294, 'artistId': 294, 'name': 'Katherine Taylor', 'age': 25, 'musicianId': 294, 'instrument': 'Violin', 'band': 'GreenYellow know', 'albumDuration': 629, 'albumTitle': 'season may reveal', 'coverURL': 'https://placekitten.com/985/65', 'genre': 'EDM', 'songDuration': 531, 'songTitle': 'possible alone', 'sourceLink': 'williams.net', 'year': '1983', 'knownFor': 'anyone hot'}
294,{'companyName': 'MediumBlue', 'dateEstablished': '1993-09-12', 'location': 'Port Eric', 'recordLableId': 295, 'albumId': 295, 'numOfRating': 39719, 'averageRating': 2.6, 'userRating': 0, 'songId': 295, 'artistId': 295, 'name': 'Nicole Hernandez', 'age': 60, 'musicianId': 295, 'instrument': 'Viola', 'band': 'Brown character', 'albumDuration': 9025, 'albumTitle': 'executive system peace', 'coverURL': 'https://www.lorempixel.com/522/16', 'genre': 'Soundtrack', 'songDuration': 490, 'songTitle': 'appear challenge', 'sourceLink': 'wiley.com', 'year': '1975', 'knownFor': 'military small'}
295,{'companyName': 'PaleVioletRed', 'dateEstablished': '1987-11-19', 'location': 'Holmesview', 'recordLableId': 296, 'albumId': 296, 'numOfRating': 43519, 'averageRating': 3.9, 'userRating': 0, 'songId': 296, 'artistId': 296, 'name': 'Derek Edwards', 'age': 18, 'musicianId': 296, 'instrument': 'Viola', 'band': 'LightGreen specific', 'albumDuration': 9574, 'albumTitle': 'value its prepare', 'coverURL': 'https://www.lorempixel.com/332/960', 'genre': 'Country', 'songDuration': 426, 'songTitle': 'detail though', 'sourceLink': 'hoffman.com', 'year': '2000', 'knownFor': 'entire sport'}
296,{'companyName': 'Turquoise', 'dateEstablished': '1996-01-22', 'location': 'North Davidborough', 'recordLableId': 297, 'albumId': 297, 'numOfRating': 24447, 'averageRating': 3.3, 'userRating': 0, 'songId': 297, 'artistId': 297, 'name': 'Joseph Harrison', 'age': 67, 'musicianId': 297, 'instrument': 'Piano', 'band': 'Salmon across', 'albumDuration': 3740, 'albumTitle': 'myself head manage', 'coverURL': 'https://placeimg.com/234/107/any', 'genre': 'Rock', 'songDuration': 95, 'songTitle': 'yard identify', 'sourceLink': 'jenkins.com', 'year': '1993', 'knownFor': 'may street'}
297,{'companyName': 'SandyBrown', 'dateEstablished': '1973-08-02', 'location': 'North Rachelstad', 'recordLableId': 298, 'albumId': 298, 'numOfRating': 62779, 'averageRating': 2.2, 'userRating': 0, 'songId': 298, 'artistId': 298, 'name': 'Dustin Cruz', 'age': 63, 'musicianId': 298, 'instrument': 'Tambourines', 'band': 'Aqua month', 'albumDuration': 4809, 'albumTitle': 'many brother government', 'coverURL': 'https://placekitten.com/520/938', 'genre': 'Rock', 'songDuration': 830, 'songTitle': 'line source', 'sourceLink': 'rivera.org', 'year': '1994', 'knownFor': 'family talk'}
298,{'companyName': 'DarkSlateGray', 'dateEstablished': '1996-12-09', 'location': 'Port Yvonne', 'recordLableId': 299, 'albumId': 299, 'numOfRating': 29824, 'averageRating': 2.0, 'userRating': 0, 'songId': 299, 'artistId': 299, 'name': 'David Calderon', 'age': 28, 'musicianId': 299, 'instrument': 'Piano', 'band': 'LightYellow show', 'albumDuration': 5853, 'albumTitle': 'report list then', 'coverURL': 'https://www.lorempixel.com/69/346', 'genre': 'Hip Hop', 'songDuration': 60, 'songTitle': 'him answer', 'sourceLink': 'fitzgerald.com', 'year': '1992', 'knownFor': 'ready which'}
299,{'companyName': 'DodgerBlue', 'dateEstablished': '1997-04-03', 'location': 'Lake Gregory', 'recordLableId': 300, 'albumId': 300, 'numOfRating': 63875, 'averageRating': 1.7, 'userRating': 0, 'songId': 300, 'artistId': 300, 'name': 'Brent Moran', 'age': 36, 'musicianId': 300, 'instrument': 'Drums', 'band': 'YellowGreen chance', 'albumDuration': 9457, 'albumTitle': 'Republican which there', 'coverURL': 'https://placekitten.com/291/641', 'genre': 'Rock', 'songDuration': 318, 'songTitle': 'wish move', 'sourceLink': 'hubbard.com', 'year': '1980', 'knownFor': 'listen authority'}
300,{'companyName': 'Khaki', 'dateEstablished': '1991-05-06', 'location': 'Allenmouth', 'recordLableId': 301, 'albumId': 301, 'numOfRating': 97065, 'averageRating': 1.8, 'userRating': 0, 'songId': 301, 'artistId': 301, 'name': 'Jeffrey Hernandez', 'age': 62, 'musicianId': 301, 'instrument': 'Tambourines', 'band': 'DarkOrange model', 'albumDuration': 1936, 'albumTitle': 'hard perhaps produce', 'coverURL': 'https://placeimg.com/965/810/any', 'genre': 'Country', 'songDuration': 251, 'songTitle': 'idea surface', 'sourceLink': 'vasquez-perkins.com', 'year': '2001', 'knownFor': 'line likely'}
301,{'companyName': 'Fuchsia', 'dateEstablished': '1972-07-05', 'location': 'South Briannastad', 'recordLableId': 302, 'albumId': 302, 'numOfRating': 11325, 'averageRating': 3.0, 'userRating': 0, 'songId': 302, 'artistId': 302, 'name': 'Kimberly Malone', 'age': 48, 'musicianId': 302, 'instrument': 'Tambourines', 'band': 'DarkOrange teacher', 'albumDuration': 2643, 'albumTitle': 'also employee science', 'coverURL': 'https://placeimg.com/438/412/any', 'genre': 'Metal', 'songDuration': 837, 'songTitle': 'support record', 'sourceLink': 'davila.biz', 'year': '2005', 'knownFor': 'miss many'}
302,{'companyName': 'SlateGray', 'dateEstablished': '1972-12-19', 'location': 'Hannahland', 'recordLableId': 303, 'albumId': 303, 'numOfRating': 59646, 'averageRating': 1.8, 'userRating': 0, 'songId': 303, 'artistId': 303, 'name': 'Mindy Carter', 'age': 39, 'musicianId': 303, 'instrument': 'Violin', 'band': 'DarkRed protect', 'albumDuration': 1172, 'albumTitle': 'outside huge particular', 'coverURL': 'https://dummyimage.com/148x607', 'genre': 'Rap', 'songDuration': 789, 'songTitle': 'to business', 'sourceLink': 'taylor.com', 'year': '2011', 'knownFor': 'interesting population'}
303,{'companyName': 'Snow', 'dateEstablished': '1977-01-30', 'location': 'Carolport', 'recordLableId': 304, 'albumId': 304, 'numOfRating': 61792, 'averageRating': 3.4, 'userRating': 0, 'songId': 304, 'artistId': 304, 'name': 'Daniel Buchanan', 'age': 42, 'musicianId': 304, 'instrument': 'Guitar', 'band': 'DarkMagenta free', 'albumDuration': 9976, 'albumTitle': 'official write huge', 'coverURL': 'https://dummyimage.com/785x799', 'genre': 'Metal', 'songDuration': 162, 'songTitle': 'middle maybe', 'sourceLink': 'gonzalez.org', 'year': '1985', 'knownFor': 'late air'}
304,{'companyName': 'Ivory', 'dateEstablished': '2004-07-04', 'location': 'West Antonioville', 'recordLableId': 305, 'albumId': 305, 'numOfRating': 880, 'averageRating': 2.6, 'userRating': 0, 'songId': 305, 'artistId': 305, 'name': 'Erik Daniel', 'age': 32, 'musicianId': 305, 'instrument': 'Hurdy Gurdy', 'band': 'OliveDrab Mr', 'albumDuration': 9745, 'albumTitle': 'approach line even', 'coverURL': 'https://dummyimage.com/476x469', 'genre': 'Country', 'songDuration': 453, 'songTitle': 'add measure', 'sourceLink': 'myers-logan.info', 'year': '2013', 'knownFor': 'federal size'}
305,{'companyName': 'Turquoise', 'dateEstablished': '2013-10-12', 'location': 'New Matthew', 'recordLableId': 306, 'albumId': 306, 'numOfRating': 43503, 'averageRating': 3.9, 'userRating': 0, 'songId': 306, 'artistId': 306, 'name': 'Jessica Williams', 'age': 29, 'musicianId': 306, 'instrument': 'Piano', 'band': 'DodgerBlue plant', 'albumDuration': 381, 'albumTitle': 'consumer around Congress', 'coverURL': 'https://dummyimage.com/692x1020', 'genre': 'Hip Hop', 'songDuration': 41, 'songTitle': 'ago region', 'sourceLink': 'cummings.org', 'year': '1990', 'knownFor': 'executive radio'}
306,{'companyName': 'DeepPink', 'dateEstablished': '2008-09-12', 'location': 'East Kathy', 'recordLableId': 307, 'albumId': 307, 'numOfRating': 8025, 'averageRating': 4.8, 'userRating': 0, 'songId': 307, 'artistId': 307, 'name': 'Matthew Harris', 'age': 28, 'musicianId': 307, 'instrument': 'Didgeridoo', 'band': 'DeepSkyBlue news', 'albumDuration': 3002, 'albumTitle': 'wear specific wall', 'coverURL': 'https://www.lorempixel.com/335/153', 'genre': 'Hip Hop', 'songDuration': 112, 'songTitle': 'Mrs sit', 'sourceLink': 'wilson.com', 'year': '1977', 'knownFor': 'head science'}
307,{'companyName': 'SlateBlue', 'dateEstablished': '2002-07-08', 'location': 'Leemouth', 'recordLableId': 308, 'albumId': 308, 'numOfRating': 85611, 'averageRating': 3.4, 'userRating': 0, 'songId': 308, 'artistId': 308, 'name': 'Michael Ramirez', 'age': 45, 'musicianId': 308, 'instrument': 'Viola', 'band': 'Violet various', 'albumDuration': 9079, 'albumTitle': 'wrong together early', 'coverURL': 'https://www.lorempixel.com/352/304', 'genre': 'Hip Hop', 'songDuration': 616, 'songTitle': 'in according', 'sourceLink': 'fisher.org', 'year': '2013', 'knownFor': 'community fear'}
308,{'companyName': 'BlueViolet', 'dateEstablished': '2015-03-16', 'location': 'South Janeburgh', 'recordLableId': 309, 'albumId': 309, 'numOfRating': 8649, 'averageRating': 1.8, 'userRating': 0, 'songId': 309, 'artistId': 309, 'name': 'Anthony Cunningham', 'age': 67, 'musicianId': 309, 'instrument': 'Tambourines', 'band': 'NavajoWhite record', 'albumDuration': 2320, 'albumTitle': 'PM kitchen trip', 'coverURL': 'https://www.lorempixel.com/382/875', 'genre': 'Pop', 'songDuration': 343, 'songTitle': 'end idea', 'sourceLink': 'smith.com', 'year': '2015', 'knownFor': 'skin attorney'}
309,{'companyName': 'Coral', 'dateEstablished': '2000-01-06', 'location': 'East James', 'recordLableId': 310, 'albumId': 310, 'numOfRating': 56166, 'averageRating': 4.6, 'userRating': 0, 'songId': 310, 'artistId': 310, 'name': 'Benjamin Waters', 'age': 63, 'musicianId': 310, 'instrument': 'Hurdy Gurdy', 'band': 'DarkOliveGreen water', 'albumDuration': 1020, 'albumTitle': 'traditional simply deal', 'coverURL': 'https://www.lorempixel.com/450/664', 'genre': 'Hip Hop', 'songDuration': 259, 'songTitle': 'could beat', 'sourceLink': 'williams-carter.info', 'year': '2019', 'knownFor': 'relate half'}
310,{'companyName': 'Chartreuse', 'dateEstablished': '1978-01-02', 'location': 'Michaelmouth', 'recordLableId': 311, 'albumId': 311, 'numOfRating': 72352, 'averageRating': 2.1, 'userRating': 0, 'songId': 311, 'artistId': 311, 'name': 'Alexis Smith', 'age': 63, 'musicianId': 311, 'instrument': 'Didgeridoo', 'band': 'Gainsboro there', 'albumDuration': 1644, 'albumTitle': 'reality edge wear', 'coverURL': 'https://placekitten.com/465/971', 'genre': 'Pop', 'songDuration': 500, 'songTitle': 'contain agency', 'sourceLink': 'hines-nguyen.org', 'year': '2017', 'knownFor': 'onto close'}
